lcl|NW_011934767.1_cds_XP_019925954.1_1788	FBgn0002774	2.25e-25
lcl|NW_011934767.1_cds_XP_011438374.1_1789	FBgn0264449	4.02e-64
lcl|NW_011934767.1_cds_XP_011438405.1_1792	FBgn0003062	7.50e-08
lcl|NW_011934767.1_cds_XP_011438428.1_1793	FBgn0003062	6.54e-08
lcl|NW_011934767.1_cds_XP_011438421.1_1794	FBgn0003062	7.27e-08
lcl|NW_011934767.1_cds_XP_011438435.1_1795	FBgn0003062	6.31e-08
lcl|NW_011934767.1_cds_XP_011438413.1_1796	FBgn0003062	7.47e-08
lcl|NW_011934769.1_cds_XP_011439425.2_1888	FBgn0266669	9.53e-09
lcl|NW_011934772.1_cds_XP_019926321.1_1905	FBgn0032456	1.35e-10
lcl|NW_011934772.1_cds_XP_019926319.1_1906	FBgn0032456	1.35e-10
lcl|NW_011934772.1_cds_XP_011439664.2_1907	FBgn0032456	1.35e-10
lcl|NW_011934772.1_cds_XP_019926325.1_1908	FBgn0032456	1.01e-10
lcl|NW_011934774.1_cds_XP_011440306.1_1965	FBgn0035872	1.72e-12
