A0A1L8EV45	Ab_contig_4475	2.44e-61	ARP3B_XENLA	reviewed	Actin-related protein 3-B	actr3-b XELAEV_18044311mg	Xenopus laevis (African clawed frog)	418	Arp2/3 complex-mediated actin nucleation [GO:0034314]
O73817	Ab_contig_1414	5.89e-51	PSB3_ONCMY	reviewed	Proteasome subunit beta type-3 (EC 3.4.25.1) (Proteasome chain 13) (Proteasome component C10-II) (Proteasome theta chain)	psmb3	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	205	proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]
O75096	Ab_contig_1003	3.02e-22	LRP4_HUMAN	reviewed	Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7)	LRP4 KIAA0816 LRP10 MEGF7	Homo sapiens (Human)	1905	amyloid-beta clearance by cellular catabolic process [GO:0150094]; dendrite morphogenesis [GO:0048813]; dorsal/ventral pattern formation [GO:0009953]; embryonic digit morphogenesis [GO:0042733]; endocytosis [GO:0006897]; hair follicle development [GO:0001942]; kidney development [GO:0001822]; limb development [GO:0060173]; negative regulation of axonogenesis [GO:0050771]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of ossification [GO:0030279]; odontogenesis of dentin-containing tooth [GO:0042475]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of presynaptic membrane organization [GO:1901631]; positive regulation of skeletal muscle acetylcholine-gated channel clustering [GO:1904395]; postsynaptic membrane assembly [GO:0097104]; presynaptic membrane assembly [GO:0097105]; proximal/distal pattern formation [GO:0009954]; skeletal muscle acetylcholine-gated channel clustering [GO:0071340]; synapse organization [GO:0050808]; synaptic growth at neuromuscular junction [GO:0051124]; Wnt signaling pathway [GO:0016055]
O75096	Ab_contig_283	1.23e-26	LRP4_HUMAN	reviewed	Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7)	LRP4 KIAA0816 LRP10 MEGF7	Homo sapiens (Human)	1905	amyloid-beta clearance by cellular catabolic process [GO:0150094]; dendrite morphogenesis [GO:0048813]; dorsal/ventral pattern formation [GO:0009953]; embryonic digit morphogenesis [GO:0042733]; endocytosis [GO:0006897]; hair follicle development [GO:0001942]; kidney development [GO:0001822]; limb development [GO:0060173]; negative regulation of axonogenesis [GO:0050771]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of ossification [GO:0030279]; odontogenesis of dentin-containing tooth [GO:0042475]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of presynaptic membrane organization [GO:1901631]; positive regulation of skeletal muscle acetylcholine-gated channel clustering [GO:1904395]; postsynaptic membrane assembly [GO:0097104]; presynaptic membrane assembly [GO:0097105]; proximal/distal pattern formation [GO:0009954]; skeletal muscle acetylcholine-gated channel clustering [GO:0071340]; synapse organization [GO:0050808]; synaptic growth at neuromuscular junction [GO:0051124]; Wnt signaling pathway [GO:0016055]
O75439	Ab_contig_1143	8.17e-64	MPPB_HUMAN	reviewed	Mitochondrial-processing peptidase subunit beta (EC 3.4.24.64) (Beta-MPP) (P-52)	PMPCB MPPB	Homo sapiens (Human)	489	mitochondrial calcium ion transmembrane transport [GO:0006851]; protein processing involved in protein targeting to mitochondrion [GO:0006627]
O75439	Ab_contig_1536	2.90e-98	MPPB_HUMAN	reviewed	Mitochondrial-processing peptidase subunit beta (EC 3.4.24.64) (Beta-MPP) (P-52)	PMPCB MPPB	Homo sapiens (Human)	489	mitochondrial calcium ion transmembrane transport [GO:0006851]; protein processing involved in protein targeting to mitochondrion [GO:0006627]
O75489	Ab_contig_609	8.44e-64	NDUS3_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial (EC 7.1.1.2) (Complex I-30kD) (CI-30kD) (NADH-ubiquinone oxidoreductase 30 kDa subunit)	NDUFS3	Homo sapiens (Human)	264	mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; negative regulation of cell growth [GO:0030308]; negative regulation of intrinsic apoptotic signaling pathway [GO:2001243]; reactive oxygen species metabolic process [GO:0072593]; substantia nigra development [GO:0021762]
O75506	Ab_contig_371	6.37e-29	HSBP1_HUMAN	reviewed	Heat shock factor-binding protein 1 (Nasopharyngeal carcinoma-associated antigen 13) (NPC-A-13)	HSBP1 HSF1BP	Homo sapiens (Human)	76	cellular heat acclimation [GO:0070370]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of cellular response to heat [GO:1900034]
O75594	Ab_contig_350	8.38e-48	PGRP1_HUMAN	reviewed	Peptidoglycan recognition protein 1 (Peptidoglycan recognition protein short) (PGRP-S)	PGLYRP1 PGLYRP PGRP TNFSF3L SBBI68 UNQ639/PRO1269	Homo sapiens (Human)	196	antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; antimicrobial humoral response [GO:0019730]; defense response to Gram-positive bacterium [GO:0050830]; detection of bacterium [GO:0016045]; growth of symbiont in host [GO:0044117]; innate immune response [GO:0045087]; killing of cells of other organism [GO:0031640]; negative regulation of inflammatory response [GO:0050728]; negative regulation of interferon-gamma production [GO:0032689]; negative regulation of natural killer cell differentiation involved in immune response [GO:0032827]; neutrophil degranulation [GO:0043312]; peptidoglycan catabolic process [GO:0009253]
O77022	Ab_contig_3021	1.00e-28	AMYR_DROPN	reviewed	Alpha-amylase-related protein (EC 3.2.1.1)	Amyrel	Drosophila punjabiensis (Fruit fly)	494	carbohydrate metabolic process [GO:0005975]
O86034	Ab_contig_2307	2.34e-22	BDHA_RHIME	reviewed	D-beta-hydroxybutyrate dehydrogenase (BDH) (EC 1.1.1.30) (3-hydroxybutyrate dehydrogenase) (3-HBDH)	bdhA RB1136 SMb21010	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	258	
O94817	Ab_contig_2426	1.29e-39	ATG12_HUMAN	reviewed	Ubiquitin-like protein ATG12 (Autophagy-related protein 12) (APG12-like)	ATG12 APG12 APG12L	Homo sapiens (Human)	140	autophagosome assembly [GO:0000045]; autophagy of mitochondrion [GO:0000422]; autophagy of nucleus [GO:0044804]; C-terminal protein lipidation [GO:0006501]; macroautophagy [GO:0016236]; viral process [GO:0016032]
O97396	Ab_contig_3904	7.04e-29	AMY_PHACE	reviewed	Alpha-amylase (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)		Phaedon cochleariae (Mustard beetle)	485	carbohydrate metabolic process [GO:0005975]; digestion [GO:0007586]
O97524	Ab_contig_4157	1.73e-29	BGLR_FELCA	reviewed	Beta-glucuronidase (EC 3.2.1.31)	GUSB	Felis catus (Cat) (Felis silvestris catus)	651	glucuronoside catabolic process [GO:0019391]
P00125	Ab_contig_440	1.33e-74	CY1_BOVIN	reviewed	Cytochrome c1, heme protein, mitochondrial (EC 7.1.1.8) (Complex III subunit 4) (Complex III subunit IV) (Cytochrome b-c1 complex subunit 4) (Ubiquinol-cytochrome-c reductase complex cytochrome c1 subunit) (Cytochrome c-1)	CYC1	Bos taurus (Bovine)	325	mitochondrial ATP synthesis coupled proton transport [GO:0042776]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]
P00397	Ab_contig_1499	2.35e-37	COX1_MOUSE	reviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I)	Mtco1 COI mt-Co1	Mus musculus (Mouse)	514	aerobic respiration [GO:0009060]; aging [GO:0007568]; cerebellum development [GO:0021549]; electron transport coupled proton transport [GO:0015990]; mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]; respiratory electron transport chain [GO:0022904]; response to copper ion [GO:0046688]; response to electrical stimulus [GO:0051602]; response to oxidative stress [GO:0006979]
P00687	Ab_contig_3020	1.49e-27	AMY1_MOUSE	reviewed	Alpha-amylase 1 (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase 1) (Salivary and hepatic alpha-amylase)	Amy1 Amy-1-a Amy1a	Mus musculus (Mouse)	511	carbohydrate catabolic process [GO:0016052]; response to bacterium [GO:0009617]
P00731	Ab_contig_4886	1.95e-23	CBPA1_RAT	reviewed	Carboxypeptidase A1 (EC 3.4.17.1)	Cpa1 Cpa	Rattus norvegicus (Rat)	419	leukotriene metabolic process [GO:0006691]; proteolysis [GO:0006508]; proteolysis involved in cellular protein catabolic process [GO:0051603]
P00764	Ab_contig_252	8.63e-40	TRYP_SQUAC	reviewed	Trypsin (EC 3.4.21.4)		Squalus acanthias (Spiny dogfish)	229	digestion [GO:0007586]
P00787	Ab_contig_815	3.67e-128	CATB_RAT	reviewed	Cathepsin B (EC 3.4.22.1) (Cathepsin B1) (RSG-2) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain]	Ctsb	Rattus norvegicus (Rat)	339	autophagy [GO:0006914]; cellular response to mechanical stimulus [GO:0071260]; cellular response to thyroid hormone stimulus [GO:0097067]; collagen catabolic process [GO:0030574]; decidualization [GO:0046697]; epithelial cell differentiation [GO:0030855]; negative regulation of cell death [GO:0060548]; proteolysis [GO:0006508]; proteolysis involved in cellular protein catabolic process [GO:0051603]; regulation of catalytic activity [GO:0050790]; response to amine [GO:0014075]; response to cytokine [GO:0034097]; response to ethanol [GO:0045471]; response to glucose [GO:0009749]; response to interleukin-4 [GO:0070670]; response to mechanical stimulus [GO:0009612]; response to organic cyclic compound [GO:0014070]; response to peptide hormone [GO:0043434]; response to wounding [GO:0009611]; skeletal muscle tissue development [GO:0007519]; spermatogenesis [GO:0007283]; thyroid hormone generation [GO:0006590]; viral entry into host cell [GO:0046718]
P00829	Ab_contig_57	0.0	ATPB_BOVIN	reviewed	ATP synthase subunit beta, mitochondrial (EC 7.1.2.2) (ATP synthase F1 subunit beta)	ATP5F1B ATP5B	Bos taurus (Bovine)	528	mitochondrial ATP synthesis coupled proton transport [GO:0042776]
P02402	Ab_contig_192	7.89e-26	RLA1_ARTSA	reviewed	60S acidic ribosomal protein P1 (eL12'/ eL12'-P)		Artemia salina (Brine shrimp)	110	translational elongation [GO:0006414]
P02556	Ab_contig_845	1.20e-103	TBB_LYTPI	reviewed	Tubulin beta chain (Beta-tubulin) (Fragment)		Lytechinus pictus (Painted sea urchin)	177	microtubule-based process [GO:0007017]
P02826	Ab_contig_1527	2.89e-43	HSP7A_DROSI	reviewed	Heat shock 70 kDa protein cognate 1 (Heat shock 70 kDa protein 70C) (Fragments)	Hsc70-1 Hsc1	Drosophila simulans (Fruit fly)	214	
P03886	Ab_contig_3124	2.80e-21	NU1M_HUMAN	reviewed	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	MT-ND1 MTND1 NADH1 ND1	Homo sapiens (Human)	318	aerobic respiration [GO:0009060]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; response to drug [GO:0042493]; response to hydroperoxide [GO:0033194]; response to organic cyclic compound [GO:0014070]
P04069	Ab_contig_2482	2.36e-22	CBPB_ASTAS	reviewed	Carboxypeptidase B (EC 3.4.17.2)		Astacus astacus (Noble crayfish) (Astacus fluviatilis)	303	
P04069	Ab_contig_4751	2.49e-28	CBPB_ASTAS	reviewed	Carboxypeptidase B (EC 3.4.17.2)		Astacus astacus (Noble crayfish) (Astacus fluviatilis)	303	
P04988	Ab_contig_4527	2.38e-24	CYSP1_DICDI	reviewed	Cysteine proteinase 1 (EC 3.4.22.-)	cprA CP1 DDB_G0290957	Dictyostelium discoideum (Slime mold)	343	hyperosmotic response [GO:0006972]; proteolysis involved in cellular protein catabolic process [GO:0051603]
P05689	Ab_contig_4243	2.14e-29	CATZ_BOVIN	reviewed	Cathepsin Z (EC 3.4.18.1)	CTSZ	Bos taurus (Bovine)	304	proteolysis involved in cellular protein catabolic process [GO:0051603]
P06603	Ab_contig_3722	4.11e-120	TBA1_DROME	reviewed	Tubulin alpha-1 chain	alphaTub84B tubA84B CG1913	Drosophila melanogaster (Fruit fly)	450	lysosome localization [GO:0032418]; microtubule-based process [GO:0007017]; microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278]
P07097	Ab_contig_755	8.76e-41	THIL_ZOORA	reviewed	Acetyl-CoA acetyltransferase (EC 2.3.1.9) (Acetoacetyl-CoA thiolase) (Beta-ketothiolase)	phaA phbA	Zoogloea ramigera	392	poly-hydroxybutyrate biosynthetic process [GO:0042619]
P07751	Ab_contig_2410	1.60e-24	SPTN1_CHICK	reviewed	Spectrin alpha chain, non-erythrocytic 1 (Alpha-II spectrin) (Fodrin alpha chain)	SPTAN1 SPTA2	Gallus gallus (Chicken)	2477	actin filament capping [GO:0051693]
P07909	Ab_contig_3848	1.95e-36	ROA1_DROME	reviewed	Heterogeneous nuclear ribonucleoprotein A1 (hnRNP A1) (PEN repeat clone P9) (hnRNP core protein A1-A)	Hrb98DE Pen9 CG9983	Drosophila melanogaster (Fruit fly)	365	compound eye morphogenesis [GO:0001745]; female germ-line stem cell population maintenance [GO:0036099]; negative regulation of RNA splicing [GO:0033119]; oogenesis [GO:0048477]; positive regulation of mRNA splicing, via spliceosome [GO:0048026]; positive regulation of translation [GO:0045727]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]
P07943	Ab_contig_2631	4.76e-48	ALDR_RAT	reviewed	Aldo-keto reductase family 1 member B1 (EC 1.1.1.21) (EC 1.1.1.300) (EC 1.1.1.372) (EC 1.1.1.54) (Aldehyde reductase) (Aldose reductase) (AR)	Akr1b1 Akr1b4 Aldr1	Rattus norvegicus (Rat)	316	cellular hyperosmotic salinity response [GO:0071475]; cellular response to methylglyoxal [GO:0097238]; cellular response to peptide [GO:1901653]; daunorubicin metabolic process [GO:0044597]; doxorubicin metabolic process [GO:0044598]; epithelial cell maturation [GO:0002070]; inner medullary collecting duct development [GO:0072061]; maternal process involved in female pregnancy [GO:0060135]; metanephric collecting duct development [GO:0072205]; monosaccharide metabolic process [GO:0005996]; naphthalene metabolic process [GO:0018931]; negative regulation of apoptotic process [GO:0043066]; norepinephrine metabolic process [GO:0042415]; oxidation-reduction process [GO:0055114]; positive regulation of receptor signaling pathway via JAK-STAT [GO:0046427]; positive regulation of smooth muscle cell proliferation [GO:0048661]; regulation of urine volume [GO:0035809]; renal water homeostasis [GO:0003091]; response to organic substance [GO:0010033]; response to thyroid hormone [GO:0097066]; response to water deprivation [GO:0009414]; retinoid metabolic process [GO:0001523]; sorbitol biosynthetic process [GO:0006061]; stress-activated protein kinase signaling cascade [GO:0031098]; tissue homeostasis [GO:0001894]
P08428	Ab_contig_111	1.53e-74	ATPA_XENLA	reviewed	ATP synthase subunit alpha, mitochondrial (ATP synthase F1 subunit alpha)	atp5f1a an2 atp5a	Xenopus laevis (African clawed frog)	545	
P08503	Ab_contig_2918	8.83e-42	ACADM_RAT	reviewed	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial (MCAD) (EC 1.3.8.7)	Acadm	Rattus norvegicus (Rat)	421	cardiac muscle cell differentiation [GO:0055007]; carnitine biosynthetic process [GO:0045329]; carnitine metabolic process [GO:0009437]; carnitine metabolic process, CoA-linked [GO:0019254]; fatty acid beta-oxidation [GO:0006635]; fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539]; glycogen biosynthetic process [GO:0005978]; heart development [GO:0007507]; liver development [GO:0001889]; medium-chain fatty acid catabolic process [GO:0051793]; medium-chain fatty acid metabolic process [GO:0051791]; organic acid metabolic process [GO:0006082]; oxidation-reduction process [GO:0055114]; post-embryonic development [GO:0009791]; regulation of gluconeogenesis [GO:0006111]; response to cold [GO:0009409]; response to copper ion [GO:0046688]; response to drug [GO:0042493]; response to glucocorticoid [GO:0051384]; response to hormone [GO:0009725]; response to nutrient [GO:0007584]; response to starvation [GO:0042594]
P08574	Ab_contig_4063	3.68e-29	CY1_HUMAN	reviewed	Cytochrome c1, heme protein, mitochondrial (EC 7.1.1.8) (Complex III subunit 4) (Complex III subunit IV) (Cytochrome b-c1 complex subunit 4) (Ubiquinol-cytochrome-c reductase complex cytochrome c1 subunit) (Cytochrome c-1)	CYC1	Homo sapiens (Human)	325	mitochondrial ATP synthesis coupled proton transport [GO:0042776]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]; response to glucagon [GO:0033762]
P08712	Ab_contig_3185	1.18e-67	ENPL_MESAU	reviewed	Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Heat shock protein 90 kDa beta member 1) (Fragment)	HSP90B1 GRP94	Mesocricetus auratus (Golden hamster)	400	protein folding [GO:0006457]; ubiquitin-dependent ERAD pathway [GO:0030433]
P08712	Ab_contig_4421	2.40e-45	ENPL_MESAU	reviewed	Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Heat shock protein 90 kDa beta member 1) (Fragment)	HSP90B1 GRP94	Mesocricetus auratus (Golden hamster)	400	protein folding [GO:0006457]; ubiquitin-dependent ERAD pathway [GO:0030433]
P09645	Ab_contig_2560	2.71e-42	TBA8_CHICK	reviewed	Tubulin alpha-8 chain (Fragment)		Gallus gallus (Chicken)	324	microtubule-based process [GO:0007017]; microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278]
P09645	Ab_contig_3779	6.70e-101	TBA8_CHICK	reviewed	Tubulin alpha-8 chain (Fragment)		Gallus gallus (Chicken)	324	microtubule-based process [GO:0007017]; microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278]
P09648	Ab_contig_4348	1.04e-46	CATL1_CHICK	reviewed	Procathepsin L (EC 3.4.22.15) (Cathepsin L1) [Cleaved into: Cathepsin L heavy chain; Cathepsin L light chain; Cathepsin L] (Fragments)	CTSL CTSL1	Gallus gallus (Chicken)	218	immune response [GO:0006955]; protein autoprocessing [GO:0016540]; proteolysis involved in cellular protein catabolic process [GO:0051603]; zymogen activation [GO:0031638]
P09648	Ab_contig_4989	3.91e-27	CATL1_CHICK	reviewed	Procathepsin L (EC 3.4.22.15) (Cathepsin L1) [Cleaved into: Cathepsin L heavy chain; Cathepsin L light chain; Cathepsin L] (Fragments)	CTSL CTSL1	Gallus gallus (Chicken)	218	immune response [GO:0006955]; protein autoprocessing [GO:0016540]; proteolysis involved in cellular protein catabolic process [GO:0051603]; zymogen activation [GO:0031638]
P09848	Ab_contig_1271	1.03e-33	LPH_HUMAN	reviewed	Lactase-phlorizin hydrolase (Lactase-glycosylceramidase) [Includes: Lactase (EC 3.2.1.108); Phlorizin hydrolase (EC 3.2.1.62)]	LCT LPH	Homo sapiens (Human)	1927	carbohydrate metabolic process [GO:0005975]; polysaccharide digestion [GO:0044245]
P09848	Ab_contig_1271	2.14e-31	LPH_HUMAN	reviewed	Lactase-phlorizin hydrolase (Lactase-glycosylceramidase) [Includes: Lactase (EC 3.2.1.108); Phlorizin hydrolase (EC 3.2.1.62)]	LCT LPH	Homo sapiens (Human)	1927	carbohydrate metabolic process [GO:0005975]; polysaccharide digestion [GO:0044245]
P09848	Ab_contig_1271	5.97e-30	LPH_HUMAN	reviewed	Lactase-phlorizin hydrolase (Lactase-glycosylceramidase) [Includes: Lactase (EC 3.2.1.108); Phlorizin hydrolase (EC 3.2.1.62)]	LCT LPH	Homo sapiens (Human)	1927	carbohydrate metabolic process [GO:0005975]; polysaccharide digestion [GO:0044245]
P09849	Ab_contig_1021	1.56e-27	LPH_RABIT	reviewed	Lactase-phlorizin hydrolase (Lactase-glycosylceramidase) [Includes: Lactase (EC 3.2.1.108); Phlorizin hydrolase (EC 3.2.1.62)]	LCT LPH	Oryctolagus cuniculus (Rabbit)	1926	carbohydrate metabolic process [GO:0005975]
P09849	Ab_contig_1021	2.51e-24	LPH_RABIT	reviewed	Lactase-phlorizin hydrolase (Lactase-glycosylceramidase) [Includes: Lactase (EC 3.2.1.108); Phlorizin hydrolase (EC 3.2.1.62)]	LCT LPH	Oryctolagus cuniculus (Rabbit)	1926	carbohydrate metabolic process [GO:0005975]
P09849	Ab_contig_1021	6.32e-27	LPH_RABIT	reviewed	Lactase-phlorizin hydrolase (Lactase-glycosylceramidase) [Includes: Lactase (EC 3.2.1.108); Phlorizin hydrolase (EC 3.2.1.62)]	LCT LPH	Oryctolagus cuniculus (Rabbit)	1926	carbohydrate metabolic process [GO:0005975]
P0A962	Ab_contig_3835	2.02e-25	ASPG1_ECOLI	reviewed	L-asparaginase 1 (EC 3.5.1.1) (L-asparaginase I) (L-ASNase I) (L-asparagine amidohydrolase I)	ansA b1767 JW1756	Escherichia coli (strain K12)	338	asparagine catabolic process via L-aspartate [GO:0033345]
P0DMQ6	Ab_contig_1016	4.06e-25	DHSO_CHICK	reviewed	Sorbitol dehydrogenase (SDH) (EC 1.1.1.-) (Polyol dehydrogenase)	SORD	Gallus gallus (Chicken)	355	flagellated sperm motility [GO:0030317]; fructose biosynthetic process [GO:0046370]; fructose metabolic process [GO:0006000]; L-xylitol catabolic process [GO:0051160]; NADH oxidation [GO:0006116]; NADH regeneration [GO:0006735]; sorbitol biosynthetic process [GO:0006061]; sorbitol catabolic process [GO:0006062]
P0DMQ6	Ab_contig_3800	1.23e-26	DHSO_CHICK	reviewed	Sorbitol dehydrogenase (SDH) (EC 1.1.1.-) (Polyol dehydrogenase)	SORD	Gallus gallus (Chicken)	355	flagellated sperm motility [GO:0030317]; fructose biosynthetic process [GO:0046370]; fructose metabolic process [GO:0006000]; L-xylitol catabolic process [GO:0051160]; NADH oxidation [GO:0006116]; NADH regeneration [GO:0006735]; sorbitol biosynthetic process [GO:0006061]; sorbitol catabolic process [GO:0006062]
P10994	Ab_contig_374	7.62e-43	ACTS_PLEWA	reviewed	Actin, alpha skeletal muscle (Fragment)		Pleurodeles waltl (Iberian ribbed newt)	125	
P11442	Ab_contig_5443	2.21e-28	CLH1_RAT	reviewed	Clathrin heavy chain 1	Cltc	Rattus norvegicus (Rat)	1675	amyloid-beta clearance by transcytosis [GO:0150093]; autophagy [GO:0006914]; clathrin coat assembly [GO:0048268]; clathrin-dependent endocytosis [GO:0072583]; Golgi organization [GO:0007030]; intracellular protein transport [GO:0006886]; mitotic cell cycle [GO:0000278]; negative regulation of hyaluronan biosynthetic process [GO:1900126]; negative regulation of protein localization to plasma membrane [GO:1903077]; receptor internalization [GO:0031623]; receptor-mediated endocytosis [GO:0006898]; regulation of mitotic spindle organization [GO:0060236]; retrograde transport, endosome to Golgi [GO:0042147]; synaptic vesicle endocytosis [GO:0048488]; transferrin transport [GO:0033572]
P12234	Ab_contig_6	7.19e-24	MPCP_BOVIN	reviewed	Phosphate carrier protein, mitochondrial (Phosphate transport protein) (PTP) (Solute carrier family 25 member 3)	SLC25A3 PHC	Bos taurus (Bovine)	362	phosphate ion transmembrane transport [GO:0035435]
P12261	Ab_contig_875	4.47e-63	EF1G_ARTSA	reviewed	Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma)		Artemia salina (Brine shrimp)	430	
P12613	Ab_contig_193	3.00e-64	TCPA_DROME	reviewed	T-complex protein 1 subunit alpha (TCP-1-alpha) (CCT-alpha) (Chaperonin containing TCP1 subunit 1)	CCT1 CCT-1 T-cp1 Tcp-1 CG5374	Drosophila melanogaster (Fruit fly)	557	ovarian follicle cell development [GO:0030707]; protein folding [GO:0006457]
P12762	Ab_contig_1842	5.68e-28	ALDH2_HORSE	reviewed	Aldehyde dehydrogenase, mitochondrial (EC 1.2.1.3) (ALDH class 2) (ALDH-E2) (ALDHI)	ALDH2	Equus caballus (Horse)	500	ethanol catabolic process [GO:0006068]
P12822	Ab_contig_1229	1.64e-21	ACE_RABIT	reviewed	Angiotensin-converting enzyme (ACE) (EC 3.2.1.-) (EC 3.4.15.1) (Dipeptidyl carboxypeptidase I) (Kininase II) (CD antigen CD143) [Cleaved into: Angiotensin-converting enzyme, soluble form]	ACE DCP1	Oryctolagus cuniculus (Rabbit)	1310	
P13060	Ab_contig_1396	1.62e-30	EF2_DROME	reviewed	Eukaryotic translation elongation factor 2 (Elongation factor 2) (EF-2)	eEF2 EF2 Ef2b CG2238	Drosophila melanogaster (Fruit fly)	844	translational elongation [GO:0006414]
P13060	Ab_contig_414	1.01e-51	EF2_DROME	reviewed	Eukaryotic translation elongation factor 2 (Elongation factor 2) (EF-2)	eEF2 EF2 Ef2b CG2238	Drosophila melanogaster (Fruit fly)	844	translational elongation [GO:0006414]
P13395	Ab_contig_4670	1.22e-31	SPTCA_DROME	reviewed	Spectrin alpha chain	alpha-Spec SPEC-A CG1977	Drosophila melanogaster (Fruit fly)	2415	actin filament capping [GO:0051693]; axon midline choice point recognition [GO:0016199]; central nervous system development [GO:0007417]; fusome organization [GO:0045478]; germarium-derived female germ-line cyst formation [GO:0030727]; germarium-derived oocyte fate determination [GO:0007294]; long-term strengthening of neuromuscular junction [GO:0042062]; maintenance of presynaptic active zone structure [GO:0048790]; negative regulation of microtubule depolymerization [GO:0007026]; neuromuscular synaptic transmission [GO:0007274]; oocyte construction [GO:0007308]; plasma membrane organization [GO:0007009]; regulation of cell shape [GO:0008360]; regulation of synapse organization [GO:0050807]
P13437	Ab_contig_3027	3.84e-29	THIM_RAT	reviewed	3-ketoacyl-CoA thiolase, mitochondrial (EC 2.3.1.16) (Acetyl-CoA acetyltransferase) (EC 2.3.1.9) (Acetyl-CoA acyltransferase) (Acyl-CoA hydrolase, mitochondrial) (EC 3.1.2.-) (EC 3.1.2.1) (EC 3.1.2.2) (Beta-ketothiolase) (Mitochondrial 3-oxoacyl-CoA thiolase)	Acaa2	Rattus norvegicus (Rat)	397	acetyl-CoA metabolic process [GO:0006084]; cellular response to hypoxia [GO:0071456]; fatty acid beta-oxidation [GO:0006635]; negative regulation of mitochondrial membrane permeability involved in apoptotic process [GO:1902109]; negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway [GO:1901029]
P13497	Ab_contig_467	5.25e-29	BMP1_HUMAN	reviewed	Bone morphogenetic protein 1 (BMP-1) (EC 3.4.24.19) (Mammalian tolloid protein) (mTld) (Procollagen C-proteinase) (PCP)	BMP1 PCOLC	Homo sapiens (Human)	986	cartilage condensation [GO:0001502]; cell differentiation [GO:0030154]; extracellular matrix disassembly [GO:0022617]; high-density lipoprotein particle assembly [GO:0034380]; multicellular organism development [GO:0007275]; ossification [GO:0001503]; positive regulation of cartilage development [GO:0061036]; proteolysis [GO:0006508]; skeletal system development [GO:0001501]
P13497	Ab_contig_467	9.54e-34	BMP1_HUMAN	reviewed	Bone morphogenetic protein 1 (BMP-1) (EC 3.4.24.19) (Mammalian tolloid protein) (mTld) (Procollagen C-proteinase) (PCP)	BMP1 PCOLC	Homo sapiens (Human)	986	cartilage condensation [GO:0001502]; cell differentiation [GO:0030154]; extracellular matrix disassembly [GO:0022617]; high-density lipoprotein particle assembly [GO:0034380]; multicellular organism development [GO:0007275]; ossification [GO:0001503]; positive regulation of cartilage development [GO:0061036]; proteolysis [GO:0006508]; skeletal system development [GO:0001501]
P14152	Ab_contig_4021	1.25e-33	MDHC_MOUSE	reviewed	Malate dehydrogenase, cytoplasmic (EC 1.1.1.37) (Cytosolic malate dehydrogenase)	Mdh1 Mor2	Mus musculus (Mouse)	334	carbohydrate metabolic process [GO:0005975]; malate metabolic process [GO:0006108]; NADH metabolic process [GO:0006734]; NAD metabolic process [GO:0019674]; oxaloacetate metabolic process [GO:0006107]; tricarboxylic acid cycle [GO:0006099]
